"If you are on the lookout for some revitalising beach holiday destinations in North Goa, the Vagator beach is just the place for you. The northernmost beach of Bardez Taluka, the Vagator beach is 21 kilometres from Panaji and is characterised by a combination of its soft white sands and imposing but beautiful rocky cliffs. The beach is divided into two major parts, namely Little Vagator, also known as Ozran Beach, and Big Vagator. While the sweeping view of the sea from the Vagator cliff is undoubtedly stunning, tourists also flock to Vagator for its myriad dining options and an overall upbeat vibe at the beach shacks and parties.

Vagator has recently gained a place of preference in the hearts of tourists and travellers for its cuisine culture. One of the most famous places to be at is, of course, Thalassa - a quaint and artistic greek themed beach restaurant with beach seating and stunning gourmet adventures. Moreover, there are various other gourmet places serving up some quality ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Vagator-Beach.jpg.webp?alt=media&token=464443d0-cb3d-4432-94ae-87c05744c452","Bardez Taluka,Goa","Vagator Beach","0","Beach","15.6029","73.7336","11"
"The stunning 400-year-old Shri Mangesh temple is dedicated to Lord Shiva and is outstanding with its simple and elegant structure. It is considered to be the most beautiful among the temples in Goa and among the most important places to visit in Goa. A wonderful seven-storeyed lamp tower or deepstambha stands in the temple complex. The temple also has a beautiful water body, which many believe is the oldest part of the temple.
The Sabha Griha is an assembly hall which can accommodate over 500 devotees. The decor includes the chandeliers of the nineteenth century. The central part of the Sabha Griha leads to the Garbha Griha where the image of Mangesh is consecrated.
Shri Mangeshi temple is located at Mangeshi Village in Priol, Ponda taluk, Goa. It is at a distance of 1 Km from Mardol close to Nagueshi, 22 Km from Panaji the capital of Goa and 26 Km from Margao.
This temple is one of the largest, most enchanting, serene and most frequently visited temples in Goa. The temple has recen","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/shri-mangeshi-temple-shri-mangueshi-temple-goa-entry-fee-timings-holidays-reviews-header.jpg?alt=media&token=9c987a72-24cf-4269-b67d-ce646937f8ec","Ponda Taluk, Goa","Shri Mangeshi Temple","0","Temple","15.4466","73.9701","12"
"Colva Beach
Located 6 km away from the west of Margao, Colva beach is one of the largest and striking beaches of South Goa that has fine powdered white sand and bounded by coconut palms that elongate from Bogmalo to Cabo de Rama alongside the coastline of south Goa. The Colva beach is very beautiful and has a stream flowing through it. Speckled with colonial style villas and broken-down fishing huts, the beach looks more stunning with a wide collection of concrete hotels, souvenir stalls and snack bars all around it. During day time, many tourists in colorful attires throng at this place and some are also seen sunbathing in the bright sun. On the other side, drink stands and jewelry stalls on the golden sands make a moony evening on the Beach of Colva very romantic for honeymoon couples.

There are lots of shacks available for lunch and a cold beer or two. For adventure freaks, various kinds of water activities are also available on the beach. While taking a long walk on the Colva B","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Colva.jpg?alt=media&token=33827db2-14b5-4667-9d51-5f33ed1d362d","South Goa","Colva Beach","0","Beach","15.2805","73.912","13"
"Standing tall and proud overseeing and protecting the taluka of Bardez, across the river from the capital city of Panaji, this fort was one of the first bastions of the Portuguese rulers against enemy invasion. The structure exudes majesty and grandeur and though it is not the biggest fort in Goa, it still commands respect and awe.

Pre-dating even the prestigious and much larger Fort Aguada, and situated at the narrowest point of the mouth of the Mandovi, it’s skilful construction and strategic placement made this fort nearly impregnable and it was an important asset to the Portuguese colonists.

The fort has also been skilfully repaired in recent years and partly restored to its former glory. It is clearly visible, with its distinctive reddish stone walls, all the way from Panaji which lies across the Mandovi River from it.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Reis-min.jpg.webp?alt=media&token=1a444eea-cc50-403b-a59d-bae56868686d","Verem, Bardez, Goa","Reis Magos Fort","0","Fort","15.4971","73.8095","14"
"Popularly known as the freak capital of the world, Anjuna is just the right place for lazing holidaymakers. Besides the calm waters of the Arabian Sea lapping softly on the Indian shore, Anjuna comes live with its ever-famous full-moon parties and the Wednesday flea market to take one on to a trance trip. Anjuna is a small village in north Goa, on the shores of the Arabian Sea. It lies 18 km away from Panaji (the old name for Panjim), the capital of Goa.The key attractions of Anjuna Beach are the magnificent Albuquerque Mansion built in 1920 (flanked by octagonal towers and an attractive Mangalore tile-roof), the Mascarenhas Mansion, and the Chapora Fort. 

Wednesday Flea Market - Every Wednesday, at around 11 a.m., Anjuna breaks into a riot of colors. Lines of vehicles full of tourists start virtually raising clouds of dust in this area. Whatever one needs, from a used paperback to a haircut, one would find it here. The flea market is a heaven for hardcore shoppers and good bargaine","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/pic1.jpg?alt=media&token=267a9d96-b7cc-43b5-b504-1717330de145","Bardez Taluka","Anjuna Beach","0","Beach","15.5733","73.741","15"
"This is yet another popular destination for tourists and is especially a favourite evening haunt for people to chill out. The fort overlooks the Chapora river and hence its name. However, there is a more interesting name given to this fort i.e. ‘Dil Chahta Hai’ Fort. The name literally translates to ‘the heart yearns’ and the reason for this quirky name is that a Bollywood film with this title (Dil Chahta Hai) was shot back here in 2001. When the movie became a blockbuster, a sweeping hit, striking a chord with the young generation, people started indentifying this fort with the name of the movie only.

As highlighted earlier, the best time to visit Chapora Fort is evening time because sunset sky looks spectacular from here. Moreover, when the sky paints everything around, especially the Chapora River and beaches of Chapora, in its sunset colour, ah! the sight is just out of this world.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Chapora_Fort_Attractions.jpg?alt=media&token=33b8102b-0727-4a2d-a93e-22726fc0a849","Bardez Taluka","Chapora Fort","0","Fort","15.606","73.7363","16"
"Shri Shantadurga Temple is situated at the foothill of Kavalem village in Ponda Taluka, Goa. A small laterite mud shrine was built and the deity was installed here. The mud-shrine was converted into a beautiful temple whose foundation stone was laid in 1730 and the temple was completed in 1738 and renovated in 1966

The temple is dedicated to Shantadurga, the goddess who mediates between Vishnu and Shiva. The deity is also called 'Santeri' colloquially. Local legends tell of a battle between Shiva and Vishnu. The battle was so fierce that the god Brahma prayed to Goddess Parvati to intervene, which she did in the form of Shantadurga. Shantadurga placed Vishnu on her right hand and Shiva on her left hand and settled the fight.

Shantadurga is shown as holding two serpents, one in each hand, representing Vishnu and Shiva

The original temple at Quelossim (Keloshi) in Salsete was destroyed by the Portuguese in 1564. The goddess was transferred to Kavalem and worship was continued th","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/shree-shantadurga-temple.jpg?alt=media&token=55f618d9-1299-4fa9-83ad-4b277bda42a9","Kavlem,Phonda","Shri Shantadurga Temple","0","Temple","15.3958","73.9678","17"
"It’s an iconic structure that is visible to all that approach Goa’s former capital of Old Goa from the old Ponte Conde de Linhares route. Tourists visit it all year round without knowing anything about it. This edifice that is now in a state of ruins has also been reproduced thousands of time on postcards and travel brochures. And it just happens to be a UNESCO World Heritage site too. We’re talking about the world-famous ruins of St Augustine Tower and Church complex in Old Goa.
St Augustine Tower and Church complex ruins stand high up on the Monte Santo (Holy Hill) at Velha Goa (Old Goa). Built by the Augustinian friars who arrived in Goa in 1587, it was also the then site of the enormous church of Nossa Senhora da Graça (Our Lady of Grace). The Tower and the Church were built in 1602. Nossa Senhora da Graça, on its completion, was recognized as one of three great Augustinian churches in the Iberian world, the other two being the Basilica of the Escorial in Spain, St. Vincente de Fo","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Augustine.jpg?alt=media&token=c90c827d-b1d8-489a-a45f-ac60cf6621c2","Velha Goa(Old Goa)","St. Augustine Tower/ Church of St. Augustine","0","Church","15.5005","73.9065","18"
"The village of Bandode or Bandivade is the location of a number of temples among which is the large and beautiful temple of Goddess Mahalaxmi.

The temple of Goddess Mahalaxmi has been in existence since at least the year 1413, when information about the rituals of the temple is found on stone plaques carved during the reign of Nanjan Gosavi Pratihast over Goa.

However, there was another temple of Mahalaxmi in the fifteenth century in the town of Colva in Salcette. As is the case with most Hindu deities in Goa, the idol of Mahalaxmi from this temple was also smuggled away in the middle of the night to avoid persecution by the Portuguese in the sixteenth century.

Two devotees Safto and Fato, took the idol away in a trunk and first took her to the town of Talauli near Ponda. Till today, the people of this village worship the sign of the feet of the goddess. The idol brought from Colva was then taken to Bandode and installed along with the existing idol.

So today there are two ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/shree-mahalaxmi-temple.jpg?alt=media&token=1567fb08-6d0a-4ff6-b57d-c6ddda8f85ab","Ponda Taluk, Goa","Shree Mahalaxmi Temple","0","Temple","15.4034","74.0152","19"
"Located in Canacona in Southern Goa, Palolem Beach is one of the most beautiful beaches in Goa. Known for its picturesque natural beauty and uncanny party vibes, this semi-circular beach is only a mile long. Therefore, you will not require much time to explore all the beautiful sites that the beach has to offer. So, whether you are thinking about venturing out with a partner, or on your own, Palolem beach will always be enjoyable to you in every way. 

The northern side of the beach is known to be a little bit safer, as the tides are somewhat calmer in this area. Therefore, if you are travelling with a small family member, then it is recommended that you stay at this side of the beach. Nevertheless, if you have an unearthly thirst for adventure, then you should pay a visit to the southern part of the beach. In this section, the nature of the tides is more uncertain and precarious. Therefore, here, you can indulge in numerous types of water activities, such as kayaking and boat riding","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/palolem.jpg?alt=media&token=ac674d62-f6f2-49fe-b031-923948cbdcf5","Canacona,South Goa","Palolem Beach","0","Beach","15.01","74.0232","20"
"The capital of Goa, a small and charming city on the left bank of silvery Mandovi
river with beautiful, red-roofed houses, built in Latin style, also boasts of many modern
houses, well laid gardens, statues and avenues lined with Gulmohar, Acassia and other
trees. Enchanting panorama unfolds from atop Altinho (Hill Top).","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/panaji_gallery_2-1.jpg?alt=media&token=a4add0ad-942d-4b94-9b1e-06555de0fea1","North Goa","Panaji","0","Town","15.4909","73.8278","21"
"Margao: (33 km). The hinterland of Southern Goa in Salcete taluka is a thriving
commercial metropolis linked by rail to the rest of India & Mormugao Harbour and the
national highways, with Maharashtra and Karnataka. It has fine parks, gardens as well
as imposing old mansions and modern buildings.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/margao.jpg?alt=media&token=6a3274b1-7e6e-43c1-8467-c4864f390ae6","South Goa","Margao","0","Town","15.2832","73.9862","22"
" A modern well laid out city close to Mormugao
Harbor. It has beautiful and extensive avenue and gardens. The air terminus of Goa at
""Dabolim"" lies on the outskirts of the city, is also the railway terminus for passenger
service.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/vasco.jpg?alt=media&token=ae8276e6-9f53-4998-8807-9b348f578d65","Mormugao taluka","Vasco Da Gama","0","Town","15.3982","73.8113","23"
"Capital of Bardez Taluka is at the cross roads of the network of
highways covering whole northern Goa. It has beautiful layout with gardens and a church. Weekly Fair on Friday is held at the modern stream lined market and attended by large
crowds","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/mapusa.jpg?alt=media&token=ab998324-135f-498e-a3db-30f7de2a2c0a","Bardez Taluka","Mapusa","0","Town","15.5937","73.8142","24"
"Important religious and educational centre of Christian
Missionaries. The Church, Seminary and School atop hillock command a magnificent
panorama of the countryside around in view of Mormugao Harbor and Zuari River.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/pilar.jpg?alt=media&token=7224bcd0-60cb-4ac5-b99d-f745a5146d43 ","Goa","Pilar","0","Town","15.4401","73.8934","25"
"The Church of Our Lady of the Rosary is a Catholic church built in 1544–1547, the oldest church still standing in Old Goa, State of Goa, India. This church is part of the collection belonging to the World Heritage Site of churches and convents of Goa.
According to the legend, a small chapel was built in honor Our Lady of the Rosary as per orders of Afonso de Albuquerque, after he had received the message that Goa was conquered in 1510 by the Portuguese. This small chapel is said to have been designed, according to Gaspar Correia, by master-builder Antão, Nogueira de Brito on the Monte Santo (Holy mountain) in Goa.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/church_lady.jpg?alt=media&token=7b38b663-083b-4995-877d-f72e4b924bf8","Old Goa","Church of Our Lady Of Rosary","0","Church","15.5018","73.905","26"
"St. Cajetan Church, also known as the Church of Divine Providence, is a church of the Roman Catholic Archdiocese of Goa and Daman located in Old Goa. The church was completed in 1661 and is part of the World Heritage Site, Churches and convents of Goa.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/cahetan.jpg?alt=media&token=3b6a0351-8165-47d4-9161-4daf4560258c","Panjim Old Goa","St Cajetan Church","0","Church","15.5056","73.915","27"
"At a distance of 10 km from Panjim Kadamba Bus Stand and 27 km from Vasco Da Gama Railway station, The Chapel of St. Francis Xavier is situated in Old Goa.

The Chapel of St. Xavier belongs to the Doric style architecturally. It is built of laterite blocks plastered with lime mortar. The tiled roof supported by wooden rafters and it is a plain chapel with only one altar. The Chapel was located within the College of St. Paul and was dedicated either to St. Anthony or to St. Jerome. As the Chapel was used by St. Francis Xavier, it was rededicated to him after his canonization in 1622. The original Chapel fell into ruins in 1570 and the present Chapel was rebuilt in 1884.

St. Francis Xavier the patron saint of Goa died in 1552 on his way to China. The body brought in 1554 to Goa and is kept in the Basilica of Bom Jesus. The sacred relic of St. Francis Xavier normally housed in a silver casket in the Bom Jesus church, is brought in a conventional emission by several priests to the Se cathedral every 10 years for philosophizing.

The Feast of St. Francis Xavier is celebrated annually on December 3rd in Goa to the memory of St. Francis Xavier. The feast commemorates the date the saint died and was buried. The feast is celebrated by all Goans throughout the state. Large scale festivities and fun events mark the feast, which is spread over a period of nine days and a wide array of food and drinks are available for people to enjoy. The atmosphere of Goa during the festival is truly dynamic, as thousands of people come together to pay their respects to the saint and enjoy the festivities.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/francis.jpg?alt=media&token=898707dc-52f1-42cf-9add-c1bc7b798ca6","Panjim Old Goa","Chapel of St. Francis Xavier","0","Church","15.5008","73.9192","28"
"The Our Lady of the Immaculate Conception Church (Igreja de Nossa Senhora da Imaculada Conceição) is located in Panjim, Goa, India. The Church conducts Mass every day in English, Konkani, and Portuguese.
The colonial Portuguese Baroque style church was first built in 1541 as a chapel on a hill side overlooking the city of Panjim. It was eventually replaced by a larger church in the 1600s as part of Portuguese Goa's religious expansion.This church houses the ancient bell that was removed from the Augustinian ruins of the Church of Our Lady of Grace (Nossa Senhora da Graça) in the once famed city of Old Goa. This bell is considered to be the second largest of its kind in Goa, surpassed only by the Golden Bell which resides in the Sé Cathedral in Old Goa.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/immaculate.jpg?alt=media&token=972a4af0-4c18-4d23-a41e-bf6a28e5b1ab","Panjim Old Goa","Our Lady Of The Immaculate Conception Church","0","Church","15.4987","73.8293","29"
"At a distance of 3 km from Panjim Kadamba Bus Stand, 24.5 km from Vasco Da Gama Railway Station and 16 km from Mapusa, Our Lady of Merces Church is situated in North Goa.

The Church of Nossa Senhora das Merces also known as Our Lady of Merces Church is located at Merces part of Panjim. It was originally a chapel in 1600 under Santa Cruz Church. It was established by the Dominicans and was elevated in 1613 after separating from Santa Cruz parish. It was further extended after the suppression of ancient parish of Santa Barbara in 1885.

The Church was built in a cruciform style and oriented in the east-west direction. The facade of the church resembles the Gothic style of church architecture. It has a peculiar design with 3 bays and 3 storeys. It has a templar Cross and an opening flank. The upper façade is framed by round ribbed columns and gothic pinnacles. One can see the image of a man symbolizing a dove which depicts the 3rd person of the Holy Trinity in this church.

The big bell is mounted on the apex. The front portion of the church is beautiful with a large entrance and two small doors on both sides. In front there is Christ the King statue in marble. We also find a grotto of Our Lady of Lourdes in the corner.

The Merces Saibinnichem Fest was celebrated each year on 2nd Sunday of November with great pump.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/MERCES.jpg?alt=media&token=ec0e95cf-4ed1-4489-8204-a0a22b1421e3","North Goa","Our Lady of Merces Church ","0","Church","15.2787","73.9229","30"
"Situated just off the banks of Zuari River, 12 kilometers from
Margao in South Goa. In 1521 the Portuguese, in their 20 customary fashions first built
a church, then a prison, later in 1574-1610 a seminary to impart philosophy and
theology. It is in this seminary that the museum of Christian Art is housed. ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/220px-Rachol_Seminary_-_Goa.jpg?alt=media&token=5a125344-a37e-4a1f-b183-ebead85e2ce8","Railtura, Salcete","Rachol Seminary","0","Church","15.3081","74.0053","31"
"28 km from Panaji in Pernem Taluka. The Temple, situated by the side
of the main road, is said to be more than 500 years old. Two life size images of
elephants in standing position made of black stone on either side at the entrance
welcome the visitors. TheGoddess Bhagwati Asthbhuja in a standing position on a high
pedestal is very imposing. Dussehra is celebrated with gaiety from Ashwin Shuddha Pratipada to Poornima, when over 25 thousand devotees assemble at the
temple.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/bhagwati.jpg?alt=media&token=1a7da882-2ef8-43d1-aab8-40d2e406b278","Pernem Taluka","Shri Bhagwati Temple","0","Temple","15.7175","73.7969","32"
"Located in Bicholim Taluka at a distance of 45 km
from Anaji, the temple of Rudreshwar is half a km away from the rock-cut caves of
Harvalem where the ancient linga of Rudreshwar is venerated. The idyllic Harvalem
waterfall is close by. The image of Rudreshwar is facing the waterfall. The
festival of Mahashivratri draws big crowd. However, the temple assumes
importance as Hindus perform rites for the dead here. ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Rudra.jpg?alt=media&token=68d76d64-81e4-4b42-8514-ea4ca7c6cef0","Bicholim Taluka","Rudreshwar Temple at Harvalem","0","Temple","15.5504","74.026","33"
"Situated a distance of 25 km from Mapusa,
temple complex has beautiful natural surroundings. The three-day festival of 'Gades'
which begins on Phalgun Purnima draws big crowd. The devotees believe that
people can have the darshan of 'Devchars' during Gade Festival.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Bhumika.jpg?alt=media&token=bc9f5074-e20f-4c2f-8444-49ae3a578f47","Bicholim Taluka","Shri Mahadeo Bhumika ","0","Temple","15.6883","73.9234","34"
"Situated at Morjim in Pernem taluka this ancient
historical temple complex is situated amidst natural surroundings. The main
festival is ""Kalas Utsav"" which is celebrated once in every three, five, seven or nine
years. The duration of the festival is nearly a month beginning from Phalgun Shuddha
Panchami. The concluding seven days is a big religious and cultural affair when people
not only from Goa but also from Sindhudurga to Karwar assemble in large number.
Other festivals are Gudi Padwa, Dussehra, annual Zatra,""divzam"" and Ghodemodni. ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Morjai.jpg?alt=media&token=59d84364-260c-43f3-88cb-f72b406c4eac","Pernem Taluka","Morjaee Temple","0","Temple","15.6361","73.7399","35"
"7 kms from Valpoi, in the village of Brahma Carambolim. This
shrine belongs to the 5th century A.D. It is one of the few temples dedicated to Lord
Brahma found in India.","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Brahmadev.jpg?alt=media&token=3e61d1a3-fb6b-4774-b6a5-5831f6efed52","Brahma Taluka Carambolim","Shri Brahmadev Devastan","0","Temple","15.5695","74.1626","36"
"45 km it is situated on the top of 350 meters high hill of Chandranath
Paroda, Quepem. Chandreshwar was the titular deity of Bhoja kings who ruled South
Goa before the Christian till the middle of 8th century. They had named their capital
Chandrapur after deity. Shivalinga is carved out from the rock, which oozes whenever
rays of full moon fall on it. The temple is so designed that Linga receives moonlight on
every full moon. The temple commands a panoramic view and its surroundings are
enchanting. The temple's ancient chariot is well known for its woodcarvings. ","https://firebasestorage.googleapis.com/v0/b/sih2020-cad27.appspot.com/o/Chand.jpg?alt=media&token=2f463767-6245-498a-9612-ba9a4e7591bf","Paroda","Shri Chandreshwar Bhootnath Temple","0","Temple","15.2339","74.0326","37"
